rdate,LPERMNO,HBI,OBI,Market_Equity
2022-03-31,11275,-1.5654037882657798e-09,1.1658506213120099e-07,127.84486
2022-03-31,11292,-3.3692315174070817e-09,1.6254614018488253e-08,74.71995
2022-03-31,11308,-7.216810966403003e-07,-1.2438417967469366e-07,268769.69
2022-03-31,11343,-2.9071604512923402e-08,-2.5335648524654656e-08,4185.526983240001
2022-03-31,11368,-1.4441216905432664e-10,2.5188953561591066e-08,65.2015
2022-03-31,11370,-7.800421048829634e-08,-1.5369507131716267e-08,4080.8008
2022-03-31,11379,-4.4366448027499625e-08,1.019279354235111e-07,313.78888
2022-03-31,11394,-4.715869359004951e-10,3.6314992052835917e-10,8.724400000000001
2022-03-31,11403,-7.002740609026889e-07,7.659098509797416e-08,45781.719743760004
2022-03-31,11404,-3.809137926595925e-07,-2.6838795317195687e-07,33525.241200000004
2022-03-31,11481,-1.1561173000610055e-07,-2.8230442519697856e-08,1018.4342999999999
2022-03-31,11499,-1.5157152302066114e-09,9.907733804870186e-09,192.56724000000003
2022-03-31,11511,-5.073185092089734e-09,6.873029686251321e-09,75.00316000000001
2022-03-31,11547,-1.5928074338014852e-07,-1.1929849168305001e-08,4369.0040500000005
2022-03-31,11581,-1.7833289661546464e-08,4.9795446683734935e-08,1325.4613900000002
2022-03-31,11587,-4.842702153417863e-08,3.522878975337226e-08,1279.835
2022-03-31,11593,-7.1572621939087735e-09,2.0819427396525764e-09,176.85
2022-03-31,11600,-2.0653245715394626e-07,-3.5460128522481145e-08,10606.91
2022-03-31,11618,,-3.359697706576205e-07,34190.758799999996
2022-03-31,11636,-7.868637871248911e-08,7.351378937445805e-08,584.2579599999999
2022-03-31,11644,-7.033234720828588e-08,1.0663300035742093e-07,3039.6451500000003
2022-03-31,11654,-1.8032795228593886e-09,1.0772286996098723e-09,70.80192
2022-03-31,11664,-3.2995436081836775e-08,6.063869076234562e-08,1510.026
2022-03-31,11674,-3.3371126111198825e-07,-1.6953772050038734e-07,25614.631757420004
2022-03-31,11691,-1.0144831339164116e-07,1.0695720102199977e-07,4927.44762
2022-03-31,11701,-9.886969327541847e-09,3.6472990367071464e-08,1275.64125
2022-03-31,11731,-8.97541880789108e-08,-5.213947182539372e-09,2686.4352
2022-03-31,11748,-1.3225454921777975e-08,7.93969475108367e-09,74.982765
2022-03-31,11752,-2.5388463878758504e-07,1.2701877962673803e-08,7716.632989999999
2022-03-31,11775,-1.504714826597761e-08,1.0909686427967598e-08,695.60577
2022-03-31,11790,-2.6606612318367273e-08,9.456344858982538e-10,283.69068
2022-03-31,11803,-1.4929087829267072e-08,8.568542592805021e-10,650.52648
2022-03-31,11809,-7.003404673197272e-08,5.250793423908512e-08,6073.7742
2022-03-31,11825,-8.912904285948767e-09,1.444930969501168e-08,300.41374
2022-03-31,11850,-1.3114992269387819e-06,1.126568924723343e-06,349652.36328000005
2022-03-31,11884,-8.673657828287182e-08,-4.8177459168917844e-08,2803.8641999999995
2022-03-31,11891,-4.0383349599394267e-07,-6.58219637697998e-08,18257.86602
2022-03-31,11955,-4.081975547609016e-07,-2.0639883638629534e-07,65712.0395
2022-03-31,11990,-6.54378147876415e-07,-1.2689977869601679e-07,34564.24815
2022-03-31,11995,-6.570704737504404e-08,2.7433976202689596e-08,4158.1377336900005
2022-03-31,12008,-5.669828677251517e-08,4.9382811171788964e-08,2820.93438
2022-03-31,12009,-4.917575449819367e-09,2.602920871015204e-08,294.37398
2022-03-31,12017,-1.2077924404376277e-09,8.47985052182511e-09,107.43023
2022-03-31,12036,-7.001746678172474e-08,-9.770454827980867e-09,4384.87482
2022-03-31,12049,-4.477064606063044e-09,2.9458941553061025e-08,197.87936000000002
2022-03-31,12052,-5.749992604566794e-07,-1.3543233037629483e-07,67080.83769864001
2022-03-31,12060,-6.24679842834764e-07,1.1577334491175156e-07,100810.2165
2022-03-31,12062,-3.3799414217716336e-07,-2.171393289975366e-08,24625.844000000005
2022-03-31,12078,-2.172517452175964e-09,3.038671257754759e-09,106.15051999999999
2022-03-31,12146,-4.5361613255376465e-09,3.686534088512094e-08,109.93386000000001
2022-03-31,12209,-1.244839530017985e-09,9.298768784856631e-09,111.44069999999999
2022-03-31,12211,-5.381570246980529e-08,3.623818664048351e-09,1722.71361028
2022-03-31,12226,-2.767612349568095e-08,7.627665327226798e-08,1881.6961500000002
2022-03-31,12266,-2.2462951660453232e-07,-8.988285752414138e-08,1257.72528
2022-03-31,12308,-5.282645709069851e-07,1.681024889900581e-07,91569.89951716001
2022-03-31,12310,-1.6005548200230287e-08,1.702712990452251e-10,121.395
2022-03-31,12358,-2.310827226914248e-09,9.898400657243916e-10,14.295419999999998
2022-03-31,12360,-2.915804502357384e-07,6.611398932825538e-08,2041.3938999999998
2022-03-31,12363,-3.486309064311474e-09,7.430672191327584e-09,248.84548
2022-03-31,12366,-2.9587408092647293e-07,-2.6538504906744893e-08,11705.382720000001
2022-03-31,12369,-6.281238474077156e-07,4.4661960255687625e-07,63555.13854000001
2022-03-31,12373,-1.042069386912684e-07,-3.584882004084465e-08,5603.64324
2022-03-31,12380,-1.5996942028713234e-09,1.0495935499500245e-08,98.40864
2022-03-31,12400,-3.9144825676478774e-07,1.5097539720156785e-07,14625.359999400001
2022-03-31,12437,-3.369213177993453e-08,1.2768854599382496e-07,991.69456
2022-03-31,12449,-3.922793145370999e-07,-2.7523786111729565e-08,19398.536219999998
2022-03-31,12452,-2.5554458788484543e-09,1.7164134652940053e-08,201.37040000000002
2022-03-31,12473,-1.646032124382522e-07,-7.442610288575874e-08,8385.99786
2022-03-31,12476,-2.047395737702733e-07,5.423648471525288e-08,17243.838419999996
2022-03-31,12477,-1.0178039555463813e-07,-2.9767123701064137e-08,4281.731279999999
2022-03-31,12488,-5.226871069732413e-09,4.570935690013038e-09,15.03162
2022-03-31,12490,-8.857087068099668e-07,-3.9772273339282106e-07,116928.2862
2022-03-31,12497,-7.56635840711321e-09,8.79721791123632e-09,99.15397999999999
2022-03-31,12527,-4.383839248672369e-09,1.0135478931338087e-09,93.3827124
2022-03-31,12558,-5.507476455028149e-07,-2.697917363333235e-07,42878.14135
2022-03-31,12559,-1.2575792169408619e-08,2.9553954269807906e-08,808.07688
2022-03-31,12570,-1.787477148758678e-07,-8.398999574777463e-08,6415.412999999999
2022-03-31,12577,-9.362002714815747e-09,2.594993885086203e-08,277.14441
2022-03-31,12579,-9.301939146989515e-08,-8.655509061951047e-08,944.20404
2022-03-31,12583,-7.154073891489405e-08,7.9230368951121e-08,3439.2844799999993
2022-03-31,12591,-6.635707529856655e-07,-1.5981288660844697e-07,35391.39279
2022-03-31,12592,-1.6241024988870547e-09,3.6982435857972014e-07,59.373520000000006
2022-03-31,12615,-3.300678413262308e-07,-1.4740060039102912e-07,425.81399
2022-03-31,12623,-1.416041028630303e-07,-3.3200021098818685e-08,7990.962479999999
2022-03-31,12629,-2.1224640796457666e-08,1.211370614933868e-07,759.15754
2022-03-31,12640,-1.5411649871596673e-09,1.4449779211688242e-08,129.9194
2022-03-31,12641,-1.460794795062232e-07,2.4143454768800917e-08,5101.21785
2022-03-31,12758,-1.5973528866916622e-08,5.185400474061239e-08,1502.04348
2022-03-31,12781,-7.698078299471449e-08,-1.2353343478243808e-08,3713.5800000000004
2022-03-31,12783,-9.02428930837011e-09,1.3651695377556185e-08,540.27
2022-03-31,12788,-9.247317829925495e-08,8.250643867343977e-07,3273.3553500000003
2022-03-31,12789,-3.0667319827231665e-08,-6.448489754040252e-09,106.7511
2022-03-31,12840,-1.457185601342935e-09,1.1367005237790092e-08,109.04598999999999
2022-03-31,12872,-6.525220303572686e-07,-1.7971898775269776e-08,47758.077
2022-03-31,12880,-1.763915699626386e-08,1.0643350073577726e-07,1277.16342
2022-03-31,12905,-1.7814591679245593e-08,2.2153587281634655e-08,740.3497199999999
2022-03-31,12913,-2.3976305570002382e-08,3.5300782276262724e-08,1247.1456
2022-03-31,12927,-1.6615353128925618e-07,-2.581078995852998e-08,2899.5393699999995
2022-03-31,12981,-2.645062613005084e-07,-1.2409228103119848e-07,9830.73516
2022-03-31,13019,,9.073202870116385e-09,166.28625
2022-03-31,13035,-3.6071605199104865e-07,-1.9178788814820293e-07,15338.359260000001
2022-03-31,13046,-9.158792590604121e-07,-6.484464268925462e-07,17916.530600000002
2022-03-31,13084,-1.599831607436294e-09,1.0625309553998347e-08,174.21964
2022-03-31,13085,-1.6863564719467252e-07,-1.8517780484308604e-08,6639.8008
2022-03-31,13105,-9.129904623174821e-08,7.736586156598655e-08,5875.48533
2022-03-31,13108,-1.3350990945249427e-08,4.607943769542011e-08,575.61159
2022-03-31,13111,-1.9716413764814772e-09,1.5410000025749752e-08,78.5746
2022-03-31,13116,-1.3959883007697142e-07,3.62205332258987e-07,5071.58827
2022-03-31,13124,-6.264509797463658e-08,1.366290245403082e-07,1369.43856
2022-03-31,13159,-1.779428678464143e-08,8.04864748146466e-09,144.59792000000002
2022-03-31,13168,-1.7011301919475262e-07,1.2149195842422056e-07,3438.59904
2022-03-31,13169,-1.279289809831248e-07,3.546141979628808e-07,10463.44992
2022-03-31,13181,-2.407398113812773e-07,-1.2650070154234824e-07,7905.3117600000005
2022-03-31,13188,-5.1332214812114545e-08,-4.227494033840735e-09,4284.423600000001
2022-03-31,13196,-3.5441999442317575e-09,8.854703937135776e-09,314.95191000000005
2022-03-31,13201,-3.8216764098706716e-08,1.0712571578927613e-07,3060.9448500000003
2022-03-31,13202,-3.1970584953378055e-08,1.9124438465940797e-08,262.7253
2022-03-31,13210,-4.2937741385079376e-07,7.574138380163952e-07,16870.87962121
2022-03-31,13244,-1.272246517361472e-07,2.3418588528474843e-07,6253.971119999999
2022-03-31,13249,-2.8415450222740427e-08,4.2673306669247044e-08,1453.0043
2022-03-31,13253,-1.8141272745653897e-08,1.732126559020234e-07,1400.02248
2022-03-31,13260,-3.913064133792538e-09,8.535839442396971e-09,324.09
2022-03-31,13262,-1.1448515249829105e-07,1.6258004996608878e-07,1783.52994
2022-03-31,13265,-9.21519142791404e-09,6.459812738119288e-08,157.15256
2022-03-31,13279,-1.2947585426611338e-09,1.4866380212662725e-09,10.643379999999999
2022-03-31,13284,-1.0944477091340522e-07,3.5726012781357324e-08,3810.6541199999997
2022-03-31,13302,-1.1177496239630419e-08,2.3915170725169894e-08,477.29739
2022-03-31,13303,-1.5245491057080795e-08,-3.0622069272902933e-09,350.89357
2022-03-31,13305,-8.099542711563668e-08,5.332776269141415e-08,4454.0988
2022-03-31,13318,-9.695107550021454e-08,-2.6552813122551208e-08,2425.39155
2022-03-31,13323,-6.602459458727594e-07,4.950088083612203e-07,27232.02702
2022-03-31,13324,-5.832903921565835e-08,-9.503431094079705e-09,95.61629
2022-03-31,13325,-1.9658386203254616e-09,2.981378694735476e-08,84.81825
2022-03-31,13326,-2.259394941059489e-07,-1.2695506893045492e-07,4172.16069
2022-03-31,13328,-6.026591313340446e-09,4.366747571967355e-08,345.85605
2022-03-31,13337,-5.795729746457261e-09,1.6859383225721865e-08,129.4537
2022-03-31,13343,-1.5183930565885013e-08,1.3171227644363706e-07,995.0805
2022-03-31,13356,-4.958066815395113e-07,1.0204543378759254e-07,41489.83418
2022-03-31,13369,-2.8739959454461426e-09,1.8857182917571224e-08,52.41264999999999
2022-03-31,13375,-3.4265158059770183e-09,1.1670393374083283e-08,192.15982499999998
2022-03-31,13379,-4.639908137133401e-07,3.506804910198543e-07,23901.54074
2022-03-31,13399,-1.0288437323598731e-07,-3.454459961222482e-08,221.45759999999999
2022-03-31,13407,-1.5016478775803813e-06,2.5745301506519418e-06,511906.29636000004
2022-03-31,13410,-4.423978460684403e-08,8.251800960193972e-08,1725.43552
2022-03-31,13411,-1.0947154339139566e-08,1.2062678002832834e-08,107.39888
2022-03-31,13412,-3.036591150507753e-08,-8.74204470558614e-09,557.47776
2022-03-31,13447,-6.683886509000085e-07,1.313460110152843e-06,111378.00199999998
2022-03-31,13453,-4.936813577320642e-09,5.164397566293965e-09,24.78204
2022-03-31,13455,-5.6735833885535165e-09,4.620545829534935e-09,22.658887999999997
2022-03-31,13507,-1.0078192116261991e-07,-5.067694767099225e-08,5084.06283
2022-03-31,13508,-6.5887747570400544e-09,2.223446685693306e-08,444.0772
2022-03-31,13511,-6.921156816083397e-07,9.529486341757458e-07,61307.27582483999
2022-03-31,13520,-6.839964358140626e-09,4.700396419348654e-08,511.326
2022-03-31,13527,-3.6244160488121274e-07,-6.500055042620405e-08,8825.009880000001
2022-03-31,13537,-1.1965363048234866e-07,3.731813822453329e-09,1671.8662199999999
2022-03-31,13543,-1.2727450329095098e-07,2.1333902482986656e-08,5838.06384
2022-03-31,13548,-7.744943701854129e-08,9.251365367582386e-08,1956.7189
2022-03-31,13559,-1.981698972814514e-08,2.8424585149612086e-07,227.47784
2022-03-31,13563,-1.1066397939403812e-07,-3.3937113462740234e-08,341.34014999999994
2022-03-31,13577,-2.1351910028462374e-08,3.0256134672871716e-08,432.95877
2022-03-31,13599,-2.964022877948529e-09,3.82491027139946e-09,59.866519999999994
2022-03-31,13600,-2.770214072312836e-07,-4.611702020048261e-08,5536.18875
2022-03-31,13604,-1.0918769937495122e-07,6.867013638050347e-08,7841.988
2022-03-31,13610,-2.541201102106316e-07,7.907350416011045e-09,8062.046520000001
2022-03-31,13622,-3.9873681724125937e-08,5.256521154252932e-08,1852.09024
2022-03-31,13625,-1.8722021802706106e-07,-6.847916758346574e-08,3384.10956
2022-03-31,13628,-5.122409512189611e-07,1.8102798864902942e-07,46934.16196
2022-03-31,13641,-4.429629220133514e-07,3.866434004432898e-07,24338.69108
2022-03-31,13652,-6.303868853179857e-10,2.001524062487265e-08,43.502337999999995
2022-03-31,13687,-2.389334207390738e-07,9.95713439542486e-09,7000.826209999999
2022-03-31,13688,-3.9766512046878956e-07,7.444563678930017e-08,29433.688019999998
2022-03-31,13693,-1.5331135355331642e-08,1.7573766809992322e-09,158.28
2022-03-31,13704,-1.0269209657595138e-07,4.971484007645724e-08,1515.3723
2022-03-31,13712,-8.805277734048298e-09,3.8134626619426494e-09,143.18398000000002
2022-03-31,13721,-8.925158100125816e-07,-3.1393188307301795e-07,286332.46135
2022-03-31,13730,-3.139653885805531e-08,2.4900292309704523e-07,2932.63706
2022-03-31,13739,,1.4560274026521556e-07,7865.995889999999
2022-03-31,13743,-1.198698259580857e-08,6.441141451246547e-08,1049.43816
2022-03-31,13748,-4.824729891178538e-08,2.712430321280972e-09,2160.0658399999998
2022-03-31,13757,-4.5554275301252056e-08,-2.735046060296071e-10,1513.41549
2022-03-31,13766,-1.8830854521073818e-07,-5.683683462706986e-08,2732.3245699999998
2022-03-31,13769,-2.326422407619765e-10,2.484026070958868e-10,13.731119999999999
2022-03-31,13777,-1.012431262068135e-07,-2.378998717829454e-08,661.37824
2022-03-31,13788,-7.879250408743197e-07,-1.408374068160163e-07,88976.762
2022-03-31,13796,-6.951110764099019e-09,1.8533377968969702e-08,184.35142000000002
2022-03-31,13798,-6.355275048223724e-08,-5.896854419117656e-08,333.57860000000005
2022-03-31,13802,-5.863340015172929e-07,-3.8986561816900406e-07,2617.36525
2022-03-31,13812,-1.1693283819716482e-08,6.735233770581789e-09,44.763839999999995
2022-03-31,13816,-4.210743872042527e-08,3.18769496569058e-08,980.0477
2022-03-31,13825,-4.4193510363009245e-08,1.9385299049328824e-07,1467.5892400000002
2022-03-31,13828,-4.829515138101499e-10,5.398123601471554e-10,16.51047
2022-03-31,13837,-9.453866369480092e-08,2.748744485017042e-09,2945.7321
2022-03-31,13844,-6.520586244009378e-09,-7.915783124785426e-10,26.6225908
2022-03-31,13856,-1.2241211826650278e-06,-4.499712760076256e-07,231653.92
2022-03-31,13860,-3.04084229355262e-07,4.837806152198479e-09,5631.311559999999
2022-03-31,13862,-9.064540160301869e-08,1.4222691221063791e-09,3301.5682399999996
2022-03-31,13870,-3.9666899543314466e-08,4.716492639283028e-09,400.45688
2022-03-31,13876,-1.6756861944425317e-09,7.346784826401592e-09,91.71990000000001
2022-03-31,13879,,4.828340036383031e-09,74.8328832
2022-03-31,13890,-1.664452549133802e-08,1.2689576188093758e-08,504.58964000000003
2022-03-31,13904,-1.9892023166324101e-07,-7.715306085932637e-08,7031.772999999999
2022-03-31,13908,-5.30286802931026e-08,1.1828025755043379e-08,2948.5036
2022-03-31,13911,-4.966063795283816e-07,-6.12313321585653e-08,44141.45905915
2022-03-31,13918,-1.0600919112165753e-07,1.527337326273717e-07,711.93272
2022-03-31,13919,-1.6653625621011292e-08,2.3436889063195994e-08,481.90479999999997
2022-03-31,13928,-8.806058439688226e-07,1.0615922880135683e-06,129605.1
2022-03-31,13935,-1.1920474909782086e-07,-5.395491187302321e-08,998.9421
2022-03-31,13936,-1.9776429247386067e-07,3.821340154212849e-08,5361.01458
2022-03-31,13947,-4.815150164399277e-08,2.7847988005654827e-08,346.47429999999997
2022-03-31,13949,-5.168294048946623e-07,-2.965403548194335e-07,24168.039
2022-03-31,13959,-7.905866208723544e-09,4.418443353350844e-08,273.63495
2022-03-31,13962,-2.570441467836258e-07,2.9010982718891413e-08,1612.4695
2022-03-31,13963,-2.1353679658237207e-07,-1.8050254364322292e-07,8626.1403
2022-03-31,13964,-1.4173575999872934e-07,-1.5153305181055075e-07,4453.442599999999
2022-03-31,13965,-7.363422892094954e-09,2.8267491338733742e-08,60.64692
2022-03-31,13967,-2.2712521009830308e-07,5.7714107643193e-08,2661.58347
2022-03-31,13969,-9.66776508980734e-09,1.905778387426866e-08,201.8824
2022-03-31,13976,-3.861029303066701e-10,-4.2589478590381055e-10,26.8695867
2022-03-31,13983,-2.705990276099782e-07,-8.991720277036356e-08,7540.6142199999995
2022-03-31,14008,-1.0899937084928493e-06,-3.6630345560215205e-07,129180.249342
2022-03-31,14030,-7.073342650915565e-08,-8.856194594154238e-09,1152.872
2022-03-31,14033,-1.646270481665964e-09,3.4076613736309923e-09,32.753359999999994
2022-03-31,14044,-6.738991851245045e-08,1.7301672896749439e-07,1594.5293599999998
2022-03-31,14046,-4.306780841412689e-09,,12.4875
2022-03-31,14051,-3.1670713248559977e-09,3.973759599456504e-09,78.489
2022-03-31,14054,-1.4629135890160574e-07,5.741978177553491e-07,4564.11442
2022-03-31,14056,-3.2922307622332156e-09,7.163678408740907e-09,38.44864
2022-03-31,14060,-2.4585446350299966e-09,1.0695851329619502e-09,48.57132
2022-03-31,14072,-4.94387691993587e-08,-1.936942384077792e-08,438.23222999999996
2022-03-31,14076,-8.146562140852142e-08,4.4416994403776786e-08,4888.62232448
2022-03-31,14093,-1.2608820177665408e-08,5.006722120225816e-09,58.149546
2022-03-31,14094,-9.078725045595971e-10,4.925514676690359e-09,42.05916
2022-03-31,14097,-9.912535820418956e-08,2.197524684754557e-08,4126.8294
2022-03-31,14099,-2.6954072161147065e-09,3.56792349609288e-08,196.857
2022-03-31,14102,-2.343980982837917e-08,1.1417992336634291e-07,3532.28694
2022-03-31,14107,-3.7139907247361765e-08,,127.2607754
2022-03-31,14133,-8.254864673777604e-10,8.971902394796699e-10,24.10606
2022-03-31,14135,-9.894958019529458e-10,1.588746928128924e-08,115.37505
2022-03-31,14136,-5.33761811337552e-07,2.64526363177351e-07,9900.37707
2022-03-31,14137,-6.574815070228084e-09,8.902851172176127e-08,382.73726
2022-03-31,14141,-8.838869723419292e-08,1.6141541517033503e-08,5166.1285
2022-03-31,14145,-5.343355809202494e-09,2.3568397341522246e-08,100.4845
2022-03-31,14158,-2.4233708074142154e-09,,16.29441
2022-03-31,14159,-1.2044257523702931e-07,2.698447196728389e-07,5219.60298
2022-03-31,14166,-3.355271090744717e-08,7.361599383808983e-08,2059.3517
2022-03-31,14167,-1.649712582045479e-07,2.991324625919981e-08,1951.8424199999997
2022-03-31,14169,-7.376600860928004e-08,-2.7967682686545265e-08,4199.1217400000005
2022-03-31,14172,-3.176320998656693e-08,3.0783480336196237e-10,54.56806
2022-03-31,14179,-1.4768147526749995e-07,5.347848114043108e-07,9608.004710000001
2022-03-31,14182,-3.60355532186812e-07,2.372718887441056e-07,12112.847639999998
2022-03-31,14185,-1.388791925378474e-08,3.6170631225096364e-08,149.03738
2022-03-31,14213,-4.381212254218484e-08,-1.0549158446178015e-09,2091.7120800000002
2022-03-31,14221,-1.7336947006448605e-08,-1.1234516662433856e-09,524.0692700000001
2022-03-31,14229,-5.030628221538495e-07,-3.1749252044859114e-07,6042.83119
2022-03-31,14231,-5.538322436297882e-07,1.1931297045505564e-07,29535.12829015
2022-03-31,14245,-2.80848187352955e-07,3.4181849410978454e-07,3742.77826
2022-03-31,14257,-2.8042003738405874e-08,8.662124883783612e-08,540.3437299999999
2022-03-31,14262,-2.48343659871252e-07,-2.0596491641799577e-07,874.1414400000001
2022-03-31,14263,-2.8752206121990615e-07,1.3584100643301785e-07,1969.4078100000002
2022-03-31,14273,-1.1151412270935028e-07,2.494025053702422e-07,4892.285440000001
2022-03-31,14274,-5.996537511668958e-09,1.6232017705686516e-08,413.77782
2022-03-31,14276,-2.207466824912632e-08,-1.105613411456742e-08,515.74045
2022-03-31,14295,-5.060167278959431e-07,-4.815152200974127e-08,30976.80029
2022-03-31,14296,-5.660373288084906e-10,1.3784322333811233e-09,97.22667000000001
2022-03-31,14312,-3.920620618003913e-08,2.3840040548506917e-07,2683.5652800000003
2022-03-31,14313,-1.37108175492767e-09,7.637237088303728e-08,51.955200000000005
2022-03-31,14317,-4.8792184015826106e-08,7.89998552948612e-08,2311.6948800000005
2022-03-31,14318,-5.1773848454011885e-08,2.5009685272173026e-08,1774.1241800000003
2022-03-31,14325,-2.950689736773435e-07,1.3597391773794734e-09,7435.698890000001
2022-03-31,14329,,6.852354244734951e-08,9655.5296
2022-03-31,14339,-1.623715442382716e-10,6.532940944831008e-08,52.31485000000001
2022-03-31,14355,-1.846420342343247e-10,3.1285318188619624e-09,23.319
2022-03-31,14359,-4.95600826078874e-08,3.0653813392671604e-08,1588.23372
2022-03-31,14401,-8.42532876127258e-08,-9.369467751751852e-09,4732.57592
2022-03-31,14406,-1.6710484104229844e-07,-3.833225569476743e-08,5434.769699999999
2022-03-31,14422,-2.2230935988138983e-08,2.937505343369323e-08,651.1306500000001
2022-03-31,14423,-1.570357124901953e-08,6.262965854126814e-08,358.69280000000003
2022-03-31,14431,-3.2519305827848173e-09,4.0109054883704745e-08,59.726879999999994
2022-03-31,14432,-1.586182324729691e-07,6.743288274871164e-07,5753.083799999999
2022-03-31,14434,-2.6546632955680257e-08,4.6998121687071904e-08,1189.37903
2022-03-31,14435,-8.79981966024445e-10,2.4646513661468056e-10,10.2807001
2022-03-31,14436,-1.3035223919461738e-07,1.6695498733710602e-07,5068.6581400000005
2022-03-31,14440,-4.9187951446607794e-08,1.709422042153416e-07,1636.6526999999999
2022-03-31,14442,-3.883344938155897e-09,2.1274445158245773e-09,91.019448
2022-03-31,14444,-5.477472514799882e-10,1.7741276618055112e-09,15.075539999999998
2022-03-31,14449,-5.972501082802302e-10,2.138393879702365e-09,39.21728
2022-03-31,14451,-4.6303927075103e-09,8.073874830967716e-08,117.79161
2022-03-31,14452,-7.743076249858409e-09,1.2087757186152124e-09,120.2169528
2022-03-31,14456,-1.825955766201666e-08,3.65641663752576e-08,628.37453
2022-03-31,14458,-1.4359862936524935e-09,1.155028463015876e-07,73.4175
2022-03-31,14459,-2.695499165285932e-08,3.579185584193917e-08,740.34312
2022-03-31,14467,-1.0672184424561172e-07,1.1166551061130644e-07,1399.398
