rdate,LPERMNO,HBI,OBI,Market_Equity
2022-09-30,18953,-1.228347875022582e-08,1.5607878156689896e-08,680.90988
2022-09-30,18955,-6.117777802779259e-08,3.3850380950223995e-07,662.0751
2022-09-30,18958,-1.219448870389368e-08,1.691185546256264e-08,145.03155999999998
2022-09-30,18960,-2.190401412538157e-08,5.573534209305666e-07,198.756
2022-09-30,18961,-1.333247964309056e-07,8.243446684412751e-07,1779.78699
2022-09-30,18963,-3.813927445763719e-09,1.729721769848715e-07,44.186550000000004
2022-09-30,18968,-2.207198844354801e-07,4.415477506390606e-08,3432.97898
2022-09-30,18973,-1.5776142593716403e-08,1.3325677303459403e-08,1935.4373999999998
2022-09-30,18997,-1.3232884182674037e-08,,33.9547
2022-09-30,19002,-5.46892183481803e-08,8.949644139993993e-08,1613.3314500000001
2022-09-30,19004,-3.5022539386249782e-09,4.267266006844906e-08,18.8620014
2022-09-30,19005,,2.4662784843577262e-08,38.837480000000006
2022-09-30,19008,-5.728739924730149e-09,1.4735008292056782e-08,63.11898
2022-09-30,19016,-1.7981851683752236e-08,1.33730503830724e-07,150.79022
2022-09-30,19017,-1.2323132362243597e-07,2.4717699305064412e-08,455.87552
2022-09-30,19021,-1.5989360329935609e-07,7.992837391698167e-08,719.6586599999999
2022-09-30,19022,-1.4749314545167676e-08,-6.261487535796186e-09,131.91337
2022-09-30,19024,-6.838879970652928e-08,3.5085099090593666e-07,1060.3268400000002
2022-09-30,19025,-8.022020753434128e-08,-4.966599130978674e-08,145.49892000000003
2022-09-30,19026,-5.775928596099368e-08,-3.095141470932748e-08,103.60307999999999
2022-09-30,19032,-1.8474257154322127e-07,-8.0084680686837e-08,2564.76056
2022-09-30,19034,-9.694541655714665e-10,,4.918983600000001
2022-09-30,19061,-4.316852844354091e-10,8.18464528174761e-09,30.7163297
2022-09-30,19064,-5.072271067808489e-08,-3.957407823990915e-08,739.66455
2022-09-30,19066,-4.614791579391938e-09,,7.165728
2022-09-30,19070,-3.130874013383306e-08,2.873859776891737e-07,269.44923
2022-09-30,19071,-5.4255646292882175e-09,3.499538800464955e-08,288.17321000000004
2022-09-30,19076,-2.2039249369150828e-08,2.9984834617342606e-08,392.54418
2022-09-30,19081,-1.9340425684913968e-07,1.255895546898704e-07,1687.65628
2022-09-30,19082,-1.0461470438844211e-07,1.6816054017859755e-07,163.23468
2022-09-30,19084,-4.5245274900434546e-07,1.5060285844705757e-06,13877.6708
2022-09-30,19114,-2.2359946819241286e-08,-2.5019165256994243e-09,181.4235
2022-09-30,19135,-2.269725685425922e-07,-2.9101612178843423e-07,94.5084036
2022-09-30,19137,,1.3684752408200446e-08,213.01
2022-09-30,19142,-5.933444336600388e-09,3.70388586061369e-10,19.54112
2022-09-30,19145,-4.196670717030894e-07,3.328128782799523e-07,2865.18824
2022-09-30,19146,-2.8101266846339366e-08,-2.0025755467439223e-08,115.05945000000001
2022-09-30,19149,-5.01178235459918e-08,-9.238976626289917e-09,111.84679999999999
2022-09-30,19166,-1.2982058669146922e-07,7.907373213731101e-08,13313.866300000002
2022-09-30,19172,-8.490515484478451e-09,8.844989641071351e-08,351.38944
2022-09-30,19176,-5.005993267490592e-09,3.070802240415047e-08,61.45854
2022-09-30,19177,-4.031531679382691e-08,4.6727375306592297e-07,3365.3959499999996
2022-09-30,19178,-1.6433486034890844e-08,2.930842229745416e-08,5462.1
2022-09-30,19180,-2.353397027466048e-09,4.4291939078327725e-08,29.2543043
2022-09-30,19184,-8.240310488358865e-08,2.8629979857402896e-07,1163.97099
2022-09-30,19187,-6.720197623023676e-08,-5.356508811302611e-08,177.00198
2022-09-30,19194,-9.759911859857692e-09,4.1974573882527366e-07,188.1477
2022-09-30,19196,-7.802238639939683e-08,7.93516548594723e-08,225.9225
2022-09-30,19197,-7.362415030884548e-09,3.1755145677463235e-09,77.09092
2022-09-30,19198,-5.417222103721099e-09,4.22062691711928e-08,218.195
2022-09-30,19200,-1.2420530790672388e-07,2.62649622552613e-08,1550.45864
2022-09-30,19201,-8.879133936359046e-08,3.817914171604671e-07,1731.7117999999998
2022-09-30,19224,-5.005944009828372e-08,-8.346160711361174e-09,407.286
2022-09-30,19228,-2.1335369118742813e-07,5.742060825490757e-07,3356.6191200000003
2022-09-30,19233,,1.0069842788458978e-09,10.818648
2022-09-30,19249,-7.498614161094001e-08,-1.6710341806063106e-07,9.49087
2022-09-30,19250,-1.0793647149370793e-08,3.5273637125515945e-08,427.92332
2022-09-30,19251,-1.0734999764683201e-08,3.009826470335676e-08,68.18375
2022-09-30,19271,-4.97064235552466e-09,9.524493178925003e-09,128.43955
2022-09-30,19283,-2.227883413220378e-08,7.458837855107467e-08,1749.3945599999997
2022-09-30,19285,-2.9181127304365447e-07,-6.832707681982576e-08,29926.69148
2022-09-30,19312,-2.8131351350719165e-08,-3.2858060942673532e-09,271.24475
2022-09-30,19313,-1.9971368730343123e-08,,59.93435999999999
2022-09-30,19315,-1.2705321324537867e-07,-1.5994281629415468e-07,55.75524
2022-09-30,19316,-2.7800282985827125e-08,1.0273708509691458e-07,1207.27238
2022-09-30,19317,-1.7636586402374437e-08,4.8740273662850056e-08,3102.14117
2022-09-30,19331,-3.733846855426643e-08,7.09262744806361e-08,1827.75164
2022-09-30,19333,-2.986818624486437e-08,-9.01451601439908e-09,235.72976
2022-09-30,19338,-1.2215290980466418e-07,-3.409772545359302e-08,357.46512
2022-09-30,19347,-3.303702122424451e-08,,24.974135999999998
2022-09-30,19349,-9.598247714446964e-08,1.9760905140027773e-07,981.01674
2022-09-30,19350,-6.036271080249082e-07,3.690377216722753e-07,100774.6828182
2022-09-30,19352,-5.7408207260509e-10,2.5969674386078695e-08,32.057199999999995
2022-09-30,19353,-6.6887050898944294e-09,8.480580146482686e-08,126.64320000000001
2022-09-30,19356,-1.3892456704711507e-07,1.6759487254875127e-07,1234.66332
2022-09-30,19357,-7.66506277277989e-09,1.9317234519283632e-08,120.04996
2022-09-30,19358,-2.095970783593852e-07,1.9630358767729664e-07,3893.1407999999997
2022-09-30,19388,-4.924725154857582e-08,3.206792737496013e-08,298.4692
2022-09-30,19392,-9.081539752887409e-09,6.647886466895517e-08,14.302
2022-09-30,19393,-7.032298610162301e-07,-9.701119082060146e-08,151795.27795000002
2022-09-30,19397,-7.309076632722277e-09,2.3554574201722637e-07,334.94346
2022-09-30,19401,-2.197589621209267e-09,5.192915295207234e-08,29.242199999999997
2022-09-30,19402,-6.435356782057713e-08,4.2397717586514197e-07,159.45327
2022-09-30,19403,-4.7033988632055786e-08,1.6723913781703753e-07,3184.38879
2022-09-30,19404,-2.0926866956310185e-07,1.5541110685839637e-07,2279.21412
2022-09-30,19405,-4.352847133365638e-07,3.412593480094242e-07,16816.350619999997
2022-09-30,19408,-4.743535159606969e-08,3.301096125395915e-08,160.25863999999999
2022-09-30,19409,-5.647308160951801e-08,1.9872155372226371e-07,2528.5668
2022-09-30,19410,-5.4408815900771025e-08,3.280606091454731e-07,954.6673499999999
2022-09-30,19413,-1.0022813580509632e-07,9.966687685304008e-08,13223.034
2022-09-30,19417,-5.5336525552890005e-09,5.091316506534735e-07,43.51536
2022-09-30,19433,-1.343113003435252e-07,2.8217015170120534e-08,4846.6782
2022-09-30,19454,-7.991112794494944e-08,1.3054012708965845e-07,1832.64833
2022-09-30,19455,-6.260262429143063e-08,6.275728533258618e-08,1967.1154299999998
2022-09-30,19456,-3.811143965444672e-08,-1.4330708062048436e-08,651.9959
2022-09-30,19460,-8.54921914624903e-09,3.2524281438042658e-09,15.251610000000001
2022-09-30,19461,-2.0252766722737355e-08,5.31871446612528e-07,249.66708
2022-09-30,19462,-1.06260545148765e-08,1.4314481648053684e-08,37.8993276
2022-09-30,19476,-3.034731496712678e-08,1.5437504631544578e-07,314.75025
2022-09-30,19479,-5.301651468385395e-09,1.1881288895928673e-08,51.89646
2022-09-30,19480,-1.1884789597531593e-09,3.620513012369685e-08,211.33766
2022-09-30,19483,-3.296565475513827e-10,,7.7441696
2022-09-30,19484,-7.302994135978239e-08,2.7496445733823756e-07,1453.752
2022-09-30,19485,-8.207758290623562e-08,4.510210331531444e-07,1018.3875
2022-09-30,19488,-6.100116251121745e-08,3.673410526225668e-07,889.10318
2022-09-30,19489,-2.5782251496173037e-08,2.158754415945353e-07,1319.51763
2022-09-30,19494,-7.128548353547641e-09,-3.897234393058678e-09,11.564800000000002
2022-09-30,19495,-9.576950896287122e-08,-8.890011247815758e-09,5374.76961
2022-09-30,19496,-4.080888633636194e-08,1.8476902573942913e-07,821.54338
2022-09-30,19497,-9.659626492259709e-08,-6.057770699303179e-08,1460.27628
2022-09-30,19499,-7.065305277602894e-08,1.7571507052517655e-07,642.39224
2022-09-30,19500,-5.97045194891723e-09,,47.311204999999994
2022-09-30,19501,-1.4558569395178674e-07,8.52745088171374e-07,2702.5420700000004
2022-09-30,19502,-5.734112743316384e-07,-4.490755319896401e-07,27155.1282
2022-09-30,19504,-7.821335921485722e-08,-5.1701814637468144e-08,195.29224
2022-09-30,19505,-1.649862956109448e-07,3.1296810069393007e-07,2688.8944
2022-09-30,19506,-6.934878213272645e-08,2.2132225895859175e-07,665.35991
2022-09-30,19515,-1.1380289788754046e-09,2.852309772615833e-08,55.3789314
2022-09-30,19521,-7.293272021615509e-08,,117.67445
2022-09-30,19533,-9.960801916577609e-08,7.942884498848188e-08,813.6452
2022-09-30,19534,-3.819903793077302e-08,9.498771409799941e-08,998.7656499999999
2022-09-30,19539,-6.088707510754594e-08,6.273097990801647e-07,2010.72039
2022-09-30,19540,-1.015984193194322e-07,3.402848015822015e-07,730.9295999999999
2022-09-30,19541,-5.407909508487873e-08,1.5221498858870406e-08,487.56204
2022-09-30,19542,-4.14698307941561e-08,1.6238339228697156e-07,389.95835999999997
2022-09-30,19544,-2.0524147787966057e-08,2.3584729363331707e-07,294.35339999999997
2022-09-30,19547,-1.5709213464461693e-07,9.079011979753616e-07,4415.455440000001
2022-09-30,19555,-1.5191170368517342e-08,2.713220907507335e-08,90.4975
2022-09-30,19556,-4.739793195008875e-09,2.053550516832451e-08,163.76073000000002
2022-09-30,19559,-7.155397303564726e-09,1.1548579635948794e-07,108.25592000000002
2022-09-30,19560,-2.8522299466339768e-08,1.3498880028585253e-07,677.70375
2022-09-30,19565,-1.8733675175522077e-07,9.672044245021862e-08,3781.12761
2022-09-30,19566,-4.795905616445408e-08,2.2781961610915086e-07,614.33844
2022-09-30,19568,-2.841037491000978e-08,1.1448775182239356e-07,303.38938
2022-09-30,19572,-1.0643324711554179e-08,1.7157438710625243e-08,174.148
2022-09-30,19573,-5.482173109903681e-08,3.348256394642731e-07,804.34515
2022-09-30,19575,-2.9160336095641397e-07,-1.4076758061531146e-07,1074.7908
2022-09-30,19576,-5.0007667338998424e-08,8.840418538703712e-08,861.696
2022-09-30,19577,-3.269841923112693e-08,1.5131835327611793e-08,729.81464
2022-09-30,19578,-6.835857825108108e-08,1.2533461962432218e-07,1572.34095
2022-09-30,19579,-2.7648877601861164e-09,2.402658541870059e-08,118.01789
2022-09-30,19585,-7.809036931473093e-08,4.2642538330996474e-07,1191.92927
2022-09-30,19586,-3.177615157148363e-08,1.3852985556010085e-08,78.78276000000001
2022-09-30,19592,-2.2704063493874147e-08,,216.68579079999998
2022-09-30,19599,-9.937683470000826e-08,-1.8160531315582297e-08,2941.03587
2022-09-30,19606,-2.4187016942305544e-08,8.299733879857147e-08,486.62656000000004
2022-09-30,19616,-2.179549134990971e-08,4.236062141980472e-08,569.83626
2022-09-30,19619,-2.8611872890791596e-09,1.39226873749453e-08,24.96912
2022-09-30,19620,-8.040791638010169e-09,2.5565083995381306e-08,264.41488
2022-09-30,19621,-5.120250721293008e-10,1.2983305063573968e-09,17.431120000000004
2022-09-30,19624,-5.634163000095611e-08,1.2664711598366225e-07,40.954879999999996
2022-09-30,19628,-3.148653828654881e-08,,71.01036
2022-09-30,19631,-1.13402329510693e-09,,12.629760000000001
2022-09-30,19632,-3.768360722848112e-08,4.475812515678848e-08,2451.11058
2022-09-30,19635,-2.2865156301022814e-07,8.971014606747173e-08,2626.57416
2022-09-30,19639,-2.2740300132615834e-07,2.3076235504660383e-07,701.61165
2022-09-30,19640,-3.010573437924894e-08,-6.699957999002845e-08,14.11494
2022-09-30,19644,-7.804672528811569e-09,1.1571659350286149e-08,184.50146
2022-09-30,19649,-4.5400525512340565e-08,2.268305922345307e-08,219.9941428
2022-09-30,19650,-1.2102379282378646e-09,,5.619536999999999
2022-09-30,19653,-9.37810156022066e-08,1.1103284612445244e-07,769.33935
2022-09-30,19654,-8.073001685801884e-07,1.8836289755200499e-06,54387.2032
2022-09-30,19655,-2.9390219486900916e-08,3.77234342092018e-08,1521.1151100000002
2022-09-30,19657,-5.996953921564946e-08,7.711493075787385e-08,863.83298
2022-09-30,19659,-7.49283620508019e-09,5.840935372478241e-08,1552.194
2022-09-30,19660,-7.215937805810069e-08,-1.1986659296090358e-08,889.1025
2022-09-30,19679,-5.1715872273963645e-08,4.736696974842488e-08,384.49511
2022-09-30,19680,-3.06403014103405e-08,-1.674950067084545e-08,61.17765
2022-09-30,19681,-2.4362770579816705e-08,1.6064956270696062e-07,316.26867000000004
2022-09-30,19682,-3.860962323209251e-08,3.629869502984562e-07,542.9375
2022-09-30,19746,-4.235619314375703e-07,4.0066831756616554e-08,2362.4043300000003
2022-09-30,19751,-2.758426981438835e-07,4.551652175997164e-06,23471.653589999998
2022-09-30,19752,-8.916449292184945e-08,3.143217173145846e-07,4289.01972
2022-09-30,19778,-2.944793851457849e-10,2.4249871899485e-09,16.70032
2022-09-30,19788,-3.408655376353387e-07,-2.2622917115201904e-08,15965.815950000002
2022-09-30,19794,-4.040191111970919e-07,4.129519570106474e-07,9572.94234
2022-09-30,19803,-5.373971655323029e-08,-2.9747328819280882e-08,341.72010000000006
2022-09-30,19807,-1.8628155997083008e-07,-6.693937138563299e-08,2639.22753
2022-09-30,19808,-2.4375977880784056e-08,5.0052938652553316e-09,736.3526400000001
2022-09-30,19811,-7.999999968104538e-10,,7.3023
2022-09-30,19812,-8.857332237055997e-09,3.4048244160676155e-08,112.31946
2022-09-30,19813,-2.1938831428773062e-08,1.31562284564392e-07,318.80254
2022-09-30,19814,-8.171382870974248e-08,-7.935921968641267e-08,75.11085
2022-09-30,19818,-2.455697986465158e-07,-5.4106553937628067e-08,8467.80144
2022-09-30,19822,-4.7984048226874265e-08,-2.8687789947863376e-08,1089.0325
2022-09-30,19824,-3.366376673769507e-08,4.5871703074386475e-07,619.64473
2022-09-30,19825,-6.268378269546738e-08,1.170193335632545e-07,659.2189
2022-09-30,19826,-4.308241280427639e-09,-4.991167870501759e-09,97.67595000000001
2022-09-30,19828,-3.666242502267157e-08,5.6839331737869306e-08,3979.94205
2022-09-30,19831,-1.6655727514628335e-07,-1.7204917100679044e-07,116.9168
2022-09-30,19832,-1.2887075215657917e-07,-1.0692514283676049e-07,28.70515
2022-09-30,19833,-8.475690805508798e-09,,20.277845199999998
2022-09-30,19835,-1.1996954656312871e-08,1.2934470167730913e-08,129.425075
2022-09-30,19837,-5.09067324423047e-09,1.4095311495852384e-09,20.64645
2022-09-30,19838,-2.030059785438416e-08,7.416189635186068e-08,306.2022
2022-09-30,19847,-2.3721398797350424e-08,1.819591302885952e-08,79.46968
2022-09-30,19849,-3.012293344454583e-08,-2.4579533302157853e-09,239.57199
2022-09-30,19850,-2.7260436164078e-08,1.970460624126464e-08,189.074
2022-09-30,19851,-3.8777709988863704e-07,4.6836892234137944e-07,2492.53772
2022-09-30,19859,-3.0031453597224586e-07,-1.964205315010748e-07,368.6025
2022-09-30,19862,-8.703263451224779e-09,1.5479019224305645e-08,71.708
2022-09-30,19880,-5.0077497148877563e-08,1.012548721897573e-07,4796.8535
2022-09-30,19892,-1.0314215415056658e-09,1.1464506500379347e-08,207.149
2022-09-30,19893,-1.3046858548064528e-07,-1.9571805429003486e-08,657.8008
2022-09-30,19894,-3.3635046929172367e-09,5.275241669104421e-08,185.27912000000003
2022-09-30,19898,-3.270105450074539e-09,1.0013340662845814e-07,189.87276
2022-09-30,19918,-4.00603309561981e-09,9.287681860958855e-08,66.68772
2022-09-30,19919,-4.759677687090198e-08,2.45170198716417e-07,2057.40152
2022-09-30,19928,-4.5976817971791854e-08,,175.069048
2022-09-30,19930,-1.2294983577906738e-07,2.3895983609544203e-09,5610.1864
2022-09-30,19935,-2.027182027979659e-08,1.0452147448758934e-07,373.87944
2022-09-30,19938,-1.509296328635455e-07,-6.081725005393816e-08,4180.0798
2022-09-30,19939,-3.082970147956561e-08,4.3975753679153314e-08,473.90872
2022-09-30,19944,-3.9570054348296825e-09,3.9403907198936435e-08,43.6953
2022-09-30,19945,-5.522021559463355e-08,1.5231533566949518e-07,3363.30666
2022-09-30,19946,-1.4199525040218503e-08,-1.0079768576651114e-09,1021.8014400000001
2022-09-30,19948,-1.391187439984634e-08,5.4718004156228896e-08,52.30622
2022-09-30,19952,-3.6482278306975346e-08,2.0833967934481584e-08,329.582
2022-09-30,19953,-4.957058345613647e-08,1.1405957958403252e-07,429.30026999999995
2022-09-30,19954,-1.6719217013458786e-08,1.3164032244758448e-08,28.80106
2022-09-30,19955,-3.3701333574482395e-09,6.396503885306617e-08,296.66394
2022-09-30,19956,-4.813803846805821e-08,,334.70394749999997
2022-09-30,19958,-3.494440334785562e-08,,41.381550000000004
2022-09-30,19962,-1.0126056380985224e-07,-1.1989963009526196e-08,358.63542
2022-09-30,19965,-2.61489386732419e-09,1.3401050401059198e-07,48.34809
2022-09-30,19969,-2.357091423861173e-08,1.5083174125840213e-08,53.84832000000001
2022-09-30,19974,-8.906240219572343e-10,,4.594469999999999
2022-09-30,19978,-7.032970610287669e-09,7.912457239547391e-08,87.492
2022-09-30,19979,-1.1904390779409238e-07,-2.729911344703408e-09,623.2172800000001
2022-09-30,19981,-4.603354927156212e-09,1.5255435832519467e-08,22.07705
2022-09-30,19985,-5.264917111982674e-08,-8.077076177314843e-08,35.9227
2022-09-30,19986,-1.059624027333763e-08,8.240767622548566e-08,106.38128
2022-09-30,19989,-1.55554066806845e-08,7.110426338514314e-08,897.57528
2022-09-30,19993,-3.792795478167828e-09,1.869775097891309e-08,32.2772
2022-09-30,19994,-7.655530297586166e-09,7.88264889090715e-08,114.45570000000001
2022-09-30,19995,-4.591787039503227e-08,1.928124893471311e-07,456.62464
2022-09-30,19996,-2.6800275479822546e-08,9.506737414035028e-09,787.0642499999999
2022-09-30,19997,-5.85448707591998e-08,-8.474502367574309e-08,14.03244
2022-09-30,20057,-5.247985503090717e-07,-3.965866540429118e-07,10331.803559999998
2022-09-30,20058,-1.0274322802596866e-08,1.0537997695871235e-07,110.63459999999999
2022-09-30,20059,-2.237873731906569e-07,2.126429357166712e-07,3358.2162000000003
2022-09-30,20062,-4.445955000279301e-08,2.974575407222762e-08,1924.0106600000001
2022-09-30,20064,-6.129770573749526e-09,2.2148325216439916e-08,299.15244
2022-09-30,20065,-1.5817104580576185e-07,-1.2215184719589266e-08,5767.810469999999
2022-09-30,20067,-2.0517403883951832e-07,-8.333190170270788e-08,4525.448479999999
2022-09-30,20094,-1.5988141334869082e-08,-1.0600368021517815e-08,151.0866
2022-09-30,20101,-3.417678752717146e-08,-5.136573459118629e-09,122.38446
2022-09-30,20114,-3.587101560833723e-09,4.7366976420348824e-08,322.3087
2022-09-30,20115,-2.1234963352193665e-08,2.6044726133097124e-08,281.14279999999997
2022-09-30,20117,-8.164217431930292e-08,6.0234354155645665e-09,1219.29872
2022-09-30,20120,-1.4810296670349617e-08,4.556415955734416e-08,478.0053
2022-09-30,20126,-2.1183248569547513e-08,2.4037636142403873e-09,2630.76944
2022-09-30,20128,-2.1517200577586672e-08,2.906983812403131e-09,204.47669
2022-09-30,20130,-2.4487787948202214e-08,3.364664763277307e-08,193.00381
2022-09-30,20134,-4.305916692885846e-08,5.89647086413897e-09,763.4426799999999
2022-09-30,20135,-4.046748715854539e-09,,10.56108
2022-09-30,20136,-5.889105435020803e-08,1.1392674227094406e-07,1123.1493600000001
2022-09-30,20137,-5.7796546562804946e-08,-5.760920529645506e-08,336.10274
2022-09-30,20145,-3.53863145855716e-08,4.439164532371204e-08,671.5397999999999
2022-09-30,20146,-5.961475317920164e-09,4.038812194730862e-08,272.87997
2022-09-30,20147,-2.1570455021815887e-09,,38.0474934
2022-09-30,20153,-9.413937328534282e-08,1.1315563158507163e-07,1465.7383
2022-09-30,20161,-3.100358792621675e-08,5.403631630028732e-07,5683.47735
2022-09-30,20169,-1.7490519813945905e-08,2.2278858560437995e-07,100.90598000000001
2022-09-30,20172,-2.4090232934368126e-08,7.194789019308087e-08,732.7190400000001
2022-09-30,20173,-7.604524258383173e-08,-2.1673060472115506e-08,598.297
2022-09-30,20178,-6.110980037116261e-08,-3.257127024612547e-08,1924.08029
2022-09-30,20181,-1.7458907975882368e-07,2.2196066538109337e-07,1688.3397899999998
2022-09-30,20186,-3.1262243472263994e-08,3.4316185652409456e-07,527.77175
2022-09-30,20187,-5.129548009644048e-08,1.1380391750153074e-07,453.50208000000003
2022-09-30,20188,-3.160804933396542e-08,1.4272537496773378e-07,2896.69968
2022-09-30,20189,-5.162240155843934e-07,5.031910092346477e-07,17701.122
2022-09-30,20190,-2.2814665997140906e-07,9.661955309216234e-07,41830.289280000005
2022-09-30,20193,-9.983390593616657e-08,1.3717666719466297e-08,1312.275
2022-09-30,20194,-2.432369693954762e-08,9.75231165123788e-09,87.54444000000001
2022-09-30,20195,-8.714536870257495e-08,8.320720945389702e-08,2121.8916799999997
2022-09-30,20196,-2.0879916412879835e-07,1.685525867725127e-08,1701.26649
2022-09-30,20204,-4.2906073715168487e-08,2.9262845167060423e-08,4910.81892
2022-09-30,20207,-5.921426043464442e-09,5.90685885458541e-08,455.15007
2022-09-30,20238,-1.6349814520116834e-08,5.716995376786562e-09,320.83688
2022-09-30,20253,-2.1806734868283256e-08,-6.766249285376365e-09,280.90513
2022-09-30,20269,-4.7041229266951255e-08,1.9833006586254445e-07,3881.79649
2022-09-30,20277,-2.3455857494293302e-08,1.0088833292017937e-08,395.7904300000001
2022-09-30,20280,-2.7401474496197562e-08,1.5812050184363405e-07,280.0105
2022-09-30,20285,-1.8798585525156318e-07,-9.74741969519918e-08,177.91759999999996
2022-09-30,20286,-1.573819406103416e-08,-2.6816337703381584e-08,749.92485
2022-09-30,20287,-2.2401529193287446e-08,1.0347788084581962e-08,61.769349999999996
2022-09-30,20288,-5.535588775149708e-08,-2.9362967587150926e-08,16.31815
2022-09-30,20290,-1.009184642673664e-08,-1.5425261475335321e-09,421.8601
2022-09-30,20292,-1.4672725206724845e-08,1.0027341029295066e-07,260.43168
2022-09-30,20294,-9.741092448494785e-10,,6.2538
2022-09-30,20295,-3.45395393099927e-08,-2.7207822517168118e-09,311.87394
2022-09-30,20297,-1.727371404850294e-09,3.19711503422843e-09,22.95657
2022-09-30,20305,-1.1311511021281857e-07,8.869352649991027e-08,520.6754
2022-09-30,20310,-4.241952877553484e-09,1.1927624587529153e-09,199.7184
2022-09-30,20312,-3.338128507468145e-08,-5.944491283951547e-09,157.9234
2022-09-30,20315,-1.0994344179228573e-07,-6.704353880456119e-08,715.6720499999999
2022-09-30,20323,-2.825007050212535e-09,4.932104941334364e-09,16.38927
2022-09-30,20330,-1.3268376567376856e-08,7.99368892726627e-09,138.10035200000002
2022-09-30,20331,-4.6961719218858564e-08,-1.0939046871456093e-07,6.974565
2022-09-30,20332,-2.0679280613853386e-08,-2.4364248712630152e-08,14.9554988
2022-09-30,20333,-1.2395103259755475e-07,,495.3825
2022-09-30,20336,-2.603107134414641e-08,-7.078241533528357e-09,32.74326
2022-09-30,20339,-2.2915598404898245e-07,3.173750550513299e-07,4303.318880000001
2022-09-30,20340,-3.303272037919861e-08,1.1972738854597896e-07,853.59191
2022-09-30,20341,-2.0480982717177014e-08,2.4653499705120827e-07,2543.56488
2022-09-30,20342,-3.488358402558197e-08,4.772730492002956e-08,4700.64
2022-09-30,20344,-6.960123091238519e-09,6.492470640489373e-08,343.21739999999994
2022-09-30,20345,-1.3184291225335195e-07,8.121801383931194e-08,1703.40922
2022-09-30,20347,-8.047165282040719e-07,-2.839749571455116e-07,2446.0974
2022-09-30,20354,-1.4272648488696145e-08,5.123625245593702e-09,143.6895122
2022-09-30,20365,-1.905599054883145e-09,6.223386308192415e-09,171.96664
2022-09-30,20390,-4.63296937284817e-09,5.951967145758008e-09,103.29448
2022-09-30,20391,-2.7413276338169755e-08,7.63632950987622e-07,13723.76990556
2022-09-30,20397,-4.9202277908008725e-09,4.7204836662302525e-08,70.94846000000001
2022-09-30,20399,-1.8134981203526655e-08,-7.738947532984845e-09,150.54451999999998
2022-09-30,20402,-2.1937532692340518e-07,-9.526284408433813e-08,728.7581600000001
2022-09-30,20404,-6.924139863152407e-09,1.681774014271093e-07,424.24435000000005
2022-09-30,20412,-6.406030570934712e-09,,11.60493
2022-09-30,20415,-4.466416022194867e-07,-3.7984988478007823e-07,6857.3635
2022-09-30,20419,-2.6579070763292082e-08,1.3860167429747914e-09,178.53018000000003
2022-09-30,20420,-3.320693196762617e-08,9.360800821119118e-08,586.42526
2022-09-30,20421,-7.221585719778822e-10,,7.9299072
2022-09-30,20429,-1.0725327817333231e-08,-1.8741121249110746e-08,524.2125
2022-09-30,20435,-3.4593871385742633e-09,2.7108171753129173e-09,213.136
2022-09-30,20438,-1.651476055840054e-07,-1.1045053322607254e-07,2464.11504
2022-09-30,20439,-3.257234118294921e-09,,6.654179999999999
2022-09-30,20441,-7.422146691847092e-09,4.5598318958629754e-08,613.11378
2022-09-30,20451,-5.465585475362647e-09,2.4472859265490058e-08,314.14512
2022-09-30,20452,-1.1603904965420047e-07,6.029703402843879e-07,2880.0251300000004
2022-09-30,20465,-1.762459017516602e-08,3.190328816668395e-08,417.8592
2022-09-30,20468,-1.3962944685227716e-07,1.3041259084562008e-07,1139.31
2022-09-30,20469,-3.63415370100728e-08,-1.5230150601155124e-09,60.876599999999996
2022-09-30,20470,-6.049691214505569e-08,3.5858477311645827e-07,5181.587399999999
2022-09-30,20471,-2.0233260077651208e-07,4.0346260774127884e-07,2786.0925399999996
2022-09-30,20482,-7.914788453366774e-07,-3.5488395700862784e-07,169448.04720000003
2022-09-30,20512,-1.052659884412293e-07,-1.3974651511789776e-08,6114.547320000001
2022-09-30,20523,-9.665982185837918e-09,-2.0991569473921113e-08,495.0
2022-09-30,20545,-3.189141534741998e-09,3.0514590049652675e-08,84.85356
2022-09-30,20549,-9.69746289497212e-09,-1.8374950574035414e-08,416.20059000000003
2022-09-30,20552,-6.059544126979932e-09,4.754128911399743e-08,563.5084
2022-09-30,20566,-1.2002613180547272e-09,5.70028445817328e-09,17.72288
2022-09-30,20567,-3.1977499739435494e-09,1.4064383914208535e-08,27.70488
2022-09-30,20572,-6.121039940213708e-08,-8.831993689230162e-08,16.64495
2022-09-30,20578,-4.474119839104276e-09,6.589663154889114e-08,55.738279999999996
2022-09-30,20580,-3.8759093143934906e-09,3.854450555413255e-08,162.92863
2022-09-30,20581,-2.2590885732760348e-08,5.377378524252744e-08,432.446
2022-09-30,20582,-1.2796554703880805e-08,-2.065233890960581e-08,507.44999999999993
2022-09-30,20583,-8.72286676940604e-08,1.060929496810273e-06,11430.97035
2022-09-30,20587,-1.0048045959326664e-09,,8.86213
2022-09-30,20588,-4.7278905818488814e-09,3.3516280069333044e-07,86.37198
2022-09-30,20598,,1.1973912176520422e-07,2453.5202400000003
2022-09-30,20599,-3.150165329720165e-08,6.43529054530025e-08,448.86526000000003
2022-09-30,20600,-1.8878982983664147e-08,-1.0335313140384938e-08,47.286525000000005
2022-09-30,20601,-7.299144369718673e-08,1.1507718110644533e-08,1089.2763200000002
